,Time,Surface,Age,Sex,Vehicle
3295,1,0,38,1,0
3296,1,0,42,1,0
3297,0,1,21,1,0
3298,0,1,34,1,0
3299,0,1,31,1,0
3300,2,0,30,1,0
3301,2,0,68,1,0
3302,2,0,41,1,0
3303,1,0,30,0,0
3304,1,0,36,0,0
3305,1,0,29,0,0
3306,2,1,23,0,0
3307,0,1,35,1,3
3308,2,1,20,1,3
3309,2,1,39,0,3
3310,2,0,39,1,0
3311,2,1,49,1,3
3312,2,1,30,1,0
3313,2,1,37,0,0
3314,1,2,32,1,0
3315,1,1,40,1,6
3316,1,3,85,1,0
3317,1,3,49,0,0
3318,1,3,28,0,0
3319,1,3,66,0,0
3320,1,0,59,0,0
3321,1,0,43,1,0
3322,2,1,18,1,0
3323,2,1,34,1,0
3324,1,0,57,1,0
3325,0,2,56,1,0
3326,0,2,29,1,0
3327,2,0,29,1,0
3328,1,2,32,0,0
3329,1,2,32,0,0
3330,1,2,44,1,6
3331,1,2,46,0,0
3332,1,2,32,0,0
3333,1,0,40,1,11
3334,1,0,20,1,0
3335,1,0,34,1,0
3336,2,0,21,1,3
3337,2,1,35,1,0
3338,2,1,54,1,0
3339,2,1,24,1,0
3340,2,0,52,0,0
3341,2,0,51,1,0
3342,1,1,62,1,0
3343,1,1,39,0,0
3344,1,0,29,1,0
3345,1,1,26,1,3
3346,1,0,61,1,0
3347,1,0,30,0,0
3348,2,0,59,1,3
3349,2,1,26,1,0
3350,2,1,30,1,0
3351,2,0,22,0,0
3352,1,1,66,1,0
3353,1,1,33,1,0
3354,1,1,46,1,0
3355,1,0,49,1,0
3356,2,1,56,1,7
3357,2,1,41,0,0
3358,2,1,58,1,0
3359,2,0,35,1,0
3360,0,0,35,0,0
3361,0,0,53,1,0
3362,1,0,29,1,0
3363,1,0,18,0,0
3364,1,0,49,1,0
3365,2,0,19,0,0
3366,1,2,51,1,0
3367,1,2,33,0,0
3368,2,0,18,1,3
3369,2,0,50,1,8
3370,1,0,58,1,3
3371,1,0,44,1,0
3372,1,0,42,1,7
3373,2,0,35,0,0
3374,1,2,43,1,3
3375,2,0,39,0,0
3376,2,0,39,1,0
3377,0,2,35,1,0
3378,2,0,21,0,0
3379,2,0,20,1,0
3380,1,0,21,1,0
3381,2,1,25,1,0
3382,1,0,44,0,0
3383,0,1,21,1,0
3384,2,1,45,1,1
3385,2,0,39,1,5
3386,0,0,28,1,0
3387,2,0,30,1,0
3388,2,0,53,1,0
3389,2,0,19,1,0
3390,2,0,43,0,0
3391,2,1,41,0,0
3392,2,0,22,1,5
3393,0,0,24,1,0
3394,2,1,18,1,0
3395,2,0,19,1,3
3396,1,1,39,1,0
3397,1,1,31,0,0
3398,1,0,28,1,8
3399,2,1,17,1,0
3400,2,1,24,1,0
3401,2,1,25,1,0
3402,2,1,24,1,6
3403,1,0,35,0,0
3404,1,0,31,0,0
3405,1,1,45,0,0
3406,1,0,41,1,0
3407,1,0,39,1,0
3408,2,0,31,0,0
3409,2,0,36,1,0
3410,2,0,49,0,0
3411,2,0,18,1,8
3412,2,0,26,1,0
3413,0,1,37,0,0
3414,1,0,32,1,0
3415,2,0,19,1,3
3416,2,2,41,0,0
3417,2,2,22,1,0
3418,1,0,45,0,3
3419,2,0,67,0,0
3420,1,0,59,1,0
3421,1,0,28,1,3
3422,2,2,23,1,0
3423,2,0,79,0,0
3424,2,0,32,1,0
3425,2,1,66,1,0
3426,2,1,35,0,0
3427,2,1,43,1,3
3428,2,0,19,1,0
3429,1,0,37,1,0
3430,2,0,20,1,3
3431,1,1,21,0,0
3432,1,0,47,1,0
3433,1,0,47,1,7
3434,1,0,49,1,0
3435,2,1,40,1,0
3436,2,1,53,1,0
3437,2,1,29,0,0
3438,2,1,25,1,0
3439,2,1,37,1,3
3440,2,0,28,1,0
3441,1,1,33,1,3
3442,1,0,44,1,0
3443,1,0,71,0,0
3444,2,1,62,1,0
3445,2,0,52,1,3
3446,2,1,39,1,0
3447,2,1,40,1,0
3448,1,1,38,1,0
3449,2,0,57,1,9
3450,2,1,23,1,0
3451,2,1,19,0,0
3452,2,0,39,1,0
3453,2,1,49,1,3
3454,0,1,31,1,0
3455,0,0,39,1,7
3456,2,0,22,0,0
3457,1,0,38,1,8
3458,1,0,22,1,3
3459,2,1,22,1,0
3460,2,1,24,1,0
3461,1,0,38,0,0
3462,1,0,38,0,0
3463,1,0,39,1,3
3464,1,1,31,1,0
3465,1,0,38,0,0
3466,0,1,25,0,0
3467,0,1,41,1,11
3468,0,1,28,0,0
3469,1,0,66,0,0
3470,2,0,36,1,0
3471,1,0,21,1,0
3472,0,1,22,0,0
3473,2,1,27,1,2
3474,2,0,23,1,0
3475,1,0,36,1,0
3476,1,0,31,1,3
3477,1,0,20,1,0
3478,2,1,50,1,3
3479,2,0,36,1,3
3480,2,0,42,1,3
3481,1,0,48,0,0
3482,1,1,20,1,5
3483,2,1,19,1,0
3484,2,1,18,1,0
3485,2,1,25,1,3
3486,2,1,32,0,0
3487,1,0,48,1,0
3488,2,1,69,0,0
3489,1,0,24,1,5
3490,2,0,28,0,3
3491,2,1,53,1,1
3492,2,1,51,1,0
3493,1,0,25,0,0
3494,1,0,40,0,0
3495,1,1,41,1,5
3496,2,0,22,0,0
3497,1,1,24,1,3
3498,2,1,45,1,0
3499,2,0,21,0,0
3500,1,1,42,0,0
3501,2,1,50,1,0
3502,2,1,49,0,0
3503,1,1,56,1,0
3504,1,0,31,0,0
3505,1,0,21,1,0
3506,1,0,19,1,7
3507,2,0,28,1,0
3508,2,0,35,1,3
3509,2,0,35,1,0
3510,2,0,57,1,3
3511,2,0,22,0,0
3512,0,0,27,1,0
3513,1,1,37,1,0
3514,1,1,34,0,0
3515,1,1,38,1,0
3516,2,0,38,1,0
3517,1,1,45,0,14
3518,1,1,82,1,0
3519,1,1,62,1,0
3520,1,0,42,0,0
3521,2,0,28,1,3
3522,1,0,68,0,0
3523,1,1,44,0,0
3524,1,0,37,0,3
3525,1,0,34,0,0
3526,1,0,16,1,6
3527,1,0,34,1,3
3528,1,0,23,1,0
3529,2,0,62,0,0
3530,1,0,18,1,6
3531,2,0,35,1,0
3532,2,0,34,1,3
3533,1,0,72,0,0
3534,1,0,31,0,3
3535,2,0,39,0,0
3536,2,0,53,0,0
3537,2,0,24,1,0
3538,2,0,54,1,0
3539,2,0,28,1,0
3540,2,0,49,1,3
3541,2,0,38,1,0
3542,0,0,19,1,2
3543,2,0,53,0,0
3544,2,0,21,1,0
3545,0,0,22,1,0
3546,2,0,41,1,9
3547,1,0,32,0,0
3548,2,0,45,0,2
3549,1,0,33,1,0
3550,1,0,22,0,0
3551,1,1,87,1,0
3552,1,0,59,1,0
3553,2,0,28,0,3
3554,2,0,38,1,1
3555,2,0,33,1,0
3556,2,0,28,0,0
3557,2,0,38,0,0
3558,2,0,21,1,6
3559,1,0,24,1,5
3560,1,0,60,1,7
3561,1,0,43,1,0
3562,1,1,41,1,3
3563,2,0,40,1,0
3564,2,0,39,1,2
3565,2,0,21,1,6
3566,2,0,18,0,0
3567,2,0,42,1,0
3568,1,0,53,1,8
3569,2,0,27,0,0
3570,0,1,16,1,6
3571,1,0,77,0,0
3572,1,0,65,1,0
3573,1,0,67,1,0
3574,2,1,40,0,0
3575,2,1,18,1,0
3576,2,1,22,1,0
3577,0,1,29,0,0
3578,1,0,27,1,0
3579,1,0,44,0,0
3580,2,1,41,0,0
3581,2,1,55,1,0
3582,1,1,79,1,0
3583,2,1,24,1,5
3584,0,1,46,1,10
3585,1,0,37,0,0
3586,2,0,30,1,0
3587,2,0,26,1,0
3588,1,0,19,0,0
3589,1,0,25,1,0
3590,1,0,18,0,0
3591,2,0,21,1,0
3592,2,0,20,0,0
3593,2,0,48,1,0
3594,2,0,42,1,0
3595,1,0,22,0,0
3596,2,0,27,0,0
3597,1,0,48,1,3
3598,2,0,17,1,0
3599,2,0,21,0,0
3600,2,0,26,0,0
3601,1,0,29,1,0
3602,1,0,26,1,1
3603,1,0,32,1,0
3604,1,0,23,1,8
3605,1,0,31,1,8
3606,1,0,18,1,6
3607,2,0,20,1,0
3608,2,0,28,1,0
3609,0,0,23,0,0
3610,1,0,33,0,3
3611,1,0,22,0,0
3612,1,0,32,0,0
3613,1,0,27,1,0
3614,2,0,56,1,0
3615,2,0,60,1,0
3616,1,0,29,1,6
3617,1,0,71,1,0
3618,2,0,32,1,8
3619,1,0,38,1,3
3620,2,0,53,1,7
3621,2,0,44,1,3
3622,2,0,39,1,8
3623,2,0,40,0,0
3624,2,0,30,1,8
3625,2,0,22,1,3
3626,1,0,18,1,0
3627,1,0,21,0,0
3628,1,0,64,0,0
3629,1,0,41,0,3
3630,2,0,35,1,0
3631,1,0,40,1,3
3632,1,0,44,1,0
3633,1,0,25,1,3
3634,2,0,23,0,0
3635,2,0,55,0,0
3636,2,0,44,1,0
3637,1,0,32,0,0
3638,1,0,20,1,0
3639,2,0,20,1,3
3640,2,1,39,0,0
3641,2,1,27,1,7
3642,1,1,17,0,0
3643,1,0,16,1,2
3644,1,0,20,0,0
3645,1,0,51,1,3
3646,2,0,29,1,0
3647,2,0,35,0,0
3648,2,0,39,1,0
3649,2,1,48,0,0
3650,2,0,20,1,2
3651,2,0,31,1,0
3652,1,0,54,1,7
3653,1,0,62,1,0
3654,2,0,36,0,0
3655,2,0,37,0,3
3656,0,0,20,1,6
3657,1,0,25,0,0
3658,2,0,17,1,3
3659,2,0,52,1,3
3660,2,0,43,1,0
3661,2,0,62,1,0
3662,2,0,40,1,0
3663,1,0,45,1,3
3664,1,0,25,1,6
3665,1,0,42,1,0
3666,2,0,32,1,0
3667,2,0,20,1,0
3668,2,0,31,1,0
3669,2,0,36,1,0
3670,2,0,32,1,3
3671,1,0,37,0,3
3672,2,0,31,1,3
3673,2,0,9,1,3
3674,0,0,60,0,0
3675,0,0,46,1,0
3676,1,0,39,1,4
3677,1,0,14,1,3
3678,2,0,18,1,3
3679,2,0,62,0,0
3680,2,0,43,0,0
3681,0,0,56,1,0
3682,2,0,22,1,0
3683,2,0,34,0,0
3684,0,0,19,1,0
3685,1,0,41,0,0
3686,0,0,39,1,0
3687,0,0,56,1,0
3688,0,0,36,1,0
3689,1,0,22,0,0
3690,1,0,38,1,0
3691,1,0,50,1,8
3692,1,0,54,1,8
3693,2,0,7,1,3
3694,2,0,24,1,8
3695,2,0,25,0,0
3696,2,0,47,1,0
3697,1,0,32,1,0
3698,1,0,38,1,0
3699,1,1,40,1,0
3700,2,0,44,0,0
3701,2,0,31,1,3
3702,1,0,21,1,5
3703,1,0,42,1,9
3704,1,0,26,1,0
3705,2,0,28,1,3
3706,2,0,22,1,0
3707,2,0,18,0,0
3708,0,0,39,1,0
3709,1,0,38,1,1
3710,2,0,24,0,0
3711,1,0,32,1,0
3712,2,0,45,1,0
3713,1,0,27,0,0
3714,1,0,53,0,0
3715,1,0,39,1,0
3716,1,0,45,0,0
3717,2,0,33,1,0
3718,2,0,40,0,0
3719,2,0,46,1,0
3720,2,0,78,1,0
3721,1,0,25,1,0
3722,2,0,32,1,6
3723,2,0,35,0,0
3724,1,0,25,1,0
3725,1,0,41,0,0
3726,2,0,34,1,0
3727,1,0,28,1,0
3728,1,0,30,1,6
3729,1,0,25,0,0
3730,2,0,29,0,0
3731,1,0,44,0,0
3732,0,0,26,0,0
3733,2,0,11,1,3
3734,2,0,64,1,0
3735,2,0,24,1,0
3736,2,0,16,1,3
3737,1,0,25,0,3
3738,1,0,33,1,0
3739,2,0,44,1,8
3740,2,0,13,1,3
3741,2,0,24,1,0
3742,2,0,47,1,1
3743,1,0,37,1,3
3744,1,0,70,1,0
3745,2,0,38,0,0
3746,2,0,37,0,0
3747,2,0,74,1,0
3748,2,0,36,0,0
3749,2,0,54,1,0
3750,2,0,7,1,3
3751,1,0,27,1,0
3752,2,0,31,1,3
3753,2,0,40,1,0
3754,1,0,53,1,0
3755,1,0,24,0,0
3756,1,0,40,0,0
3757,1,0,48,0,0
3758,2,0,32,1,0
3759,1,0,48,1,0
3760,1,0,36,0,0
3761,1,0,23,1,0
3762,1,0,49,1,0
3763,1,0,13,1,3
3764,0,1,19,1,0
3765,0,0,39,1,9
3766,0,0,24,0,0
3767,2,0,63,1,8
3768,1,0,28,0,0
3769,2,0,70,0,0
3770,2,0,32,1,1
3771,1,0,62,1,0
3772,2,0,73,1,0
3773,2,0,46,1,1
3774,2,0,48,1,3
3775,2,0,29,0,0
3776,2,0,11,1,3
3777,2,0,42,1,6
3778,2,0,35,1,0
3779,1,0,69,0,0
3780,2,0,28,1,0
3781,2,0,63,1,0
3782,2,0,51,0,0
3783,1,0,54,1,0
3784,2,0,35,1,0
3785,1,0,50,0,0
3786,1,0,28,1,3
3787,2,0,7,1,3
3788,2,0,20,1,0
3789,1,0,44,0,0
3790,1,0,55,0,0
3791,2,0,26,0,0
3792,2,0,17,1,0
3793,2,0,47,1,8
3794,2,0,34,1,3
3795,2,0,36,1,3
3796,2,0,26,1,0
3797,2,0,26,0,0
3798,1,0,41,0,0
3799,2,0,22,0,0
3800,0,0,20,1,0
3801,2,0,35,1,3
3802,2,1,26,0,0
3803,0,0,49,1,1
3804,2,0,31,1,0
3805,2,0,57,1,0
3806,2,0,28,1,0
3807,2,0,52,1,0
3808,2,0,45,0,0
3809,2,0,45,1,3
3810,2,0,66,1,8
3811,2,0,17,1,2
3812,1,0,47,1,3
3813,2,0,30,1,7
3814,0,1,39,1,1
3815,1,0,45,0,0
3816,1,0,22,1,0
3817,2,0,36,0,0
3818,0,0,25,1,0
3819,2,0,19,1,0
3820,2,0,35,1,7
3821,0,1,33,1,0
3822,1,0,41,0,0
3823,1,0,53,0,0
3824,1,0,28,1,3
3825,1,0,31,0,3
3826,2,0,51,0,2
3827,2,0,42,0,7
3828,2,0,54,0,0
3829,0,0,76,1,0
3830,2,0,19,1,3
3831,1,0,59,1,3
3832,1,0,47,1,3
3833,2,0,44,1,0
3834,2,0,19,1,6
3835,2,0,19,1,0
3836,2,0,75,1,0
3837,2,1,39,1,0
3838,1,0,37,1,3
3839,2,0,19,1,0
3840,2,0,44,1,0
3841,2,0,24,0,0
3842,1,0,30,0,3
3843,2,1,24,0,0
3844,2,1,19,0,0
3845,2,0,21,0,0
3846,2,1,39,1,3
3847,0,0,33,1,8
3848,2,0,70,0,0
3849,1,0,59,1,0
3850,2,0,50,0,0
3851,1,0,43,0,0
3852,1,0,26,1,0
3853,2,0,29,1,0
3854,2,0,48,0,0
3855,2,0,13,1,3
3856,1,0,48,1,3
3857,1,0,27,1,8
3858,1,0,36,0,0
3859,2,0,34,1,6
3860,2,0,26,0,3
3861,1,0,24,1,0
3862,1,0,23,0,0
3863,1,0,47,0,3
3864,2,0,26,0,0
3865,2,0,46,1,0
3866,2,0,32,1,8
3867,2,0,20,0,0
3868,2,1,49,0,0
3869,2,1,46,0,0
3870,2,0,22,1,0
3871,2,0,20,1,0
3872,2,0,31,0,0
3873,0,0,41,1,0
3874,1,1,40,1,0
3875,2,0,49,1,0
3876,1,0,21,0,0
3877,2,0,26,0,0
3878,1,0,43,1,3
3879,1,0,36,0,0
3880,1,0,44,0,0
3881,1,0,48,1,0
3882,2,0,15,1,3
3883,2,0,27,1,3
3884,0,0,25,1,3
3885,1,0,37,1,6
3886,1,0,28,0,0
3887,2,0,29,1,0
3888,2,0,13,1,3
3889,2,0,8,1,3
3890,2,0,41,0,2
3891,0,0,31,1,0
3892,2,0,20,1,0
3893,2,0,43,1,7
3894,1,0,23,1,3
3895,2,0,16,1,3
3896,0,0,50,1,0
3897,1,0,53,1,3
3898,2,0,20,1,0
3899,2,0,29,0,0
3900,1,1,47,0,0
3901,1,1,21,1,0
3902,1,0,59,0,0
3903,1,0,51,1,8
3904,1,1,35,1,7
3905,1,1,46,1,0
3906,2,1,27,1,0
3907,2,1,46,1,0
3908,2,2,24,0,3
3909,1,0,38,0,0
3910,1,0,43,0,0
3911,1,0,61,1,0
3912,2,0,62,0,0
3913,2,0,21,1,3
3914,2,0,32,0,3
3915,2,0,14,1,3
3916,2,0,35,0,3
3917,2,0,62,0,0
3918,1,0,51,1,5
3919,2,0,24,0,0
3920,2,0,25,0,3
3921,2,0,22,1,3
3922,2,0,35,1,0
3923,2,0,26,1,0
3924,0,0,17,1,6
3925,1,0,45,0,0
3926,2,0,20,1,2
3927,2,0,15,1,3
3928,0,0,35,1,6
3929,0,0,31,1,1
3930,1,0,9,1,3
3931,1,0,45,1,6
3932,2,0,21,0,0
3933,2,0,31,1,0
3934,1,0,81,1,0
3935,1,0,42,1,1
3936,2,0,34,1,3
3937,2,0,13,1,3
3938,1,0,40,1,7
3939,1,0,40,1,7
3940,2,0,31,1,0
3941,2,0,44,1,0
3942,2,0,21,1,0
3943,2,0,52,1,0
3944,2,0,15,0,3
3945,2,0,70,1,5
3946,2,0,57,1,0
3947,2,0,29,1,0
3948,2,0,19,0,0
3949,1,0,53,0,0
3950,1,0,62,0,0
3951,1,0,36,0,6
3952,2,0,47,1,0
3953,1,0,61,1,0
3954,1,0,71,0,0
3955,1,0,19,1,0
3956,1,0,46,0,0
3957,2,0,52,0,0
3958,2,0,68,0,0
3959,2,0,25,1,0
3960,2,0,59,1,0
3961,2,0,35,1,0
3962,2,0,33,1,0
3963,2,0,51,0,0
3964,2,0,38,1,0
3965,1,0,33,1,0
3966,2,0,57,1,0
3967,2,0,46,0,0
3968,1,0,64,0,0
3969,1,0,66,1,0
3970,2,1,20,0,0
3971,2,1,29,1,7
3972,1,1,32,1,0
3973,1,1,28,1,1
3974,2,0,25,0,0
3975,2,0,25,1,0
3976,0,0,33,1,0
3977,1,0,48,0,0
3978,1,0,20,1,0
3979,2,0,71,1,0
3980,2,0,22,1,0
3981,2,0,35,1,3
3982,0,0,51,1,0
3983,2,0,23,1,0
3984,2,0,36,1,0
3985,2,1,49,1,0
3986,2,0,22,1,0
3987,1,0,46,0,0
3988,1,0,65,1,0
3989,1,0,50,1,0
3990,1,0,39,0,0
3991,1,0,21,0,0
3992,1,0,24,0,3
3993,2,0,25,1,3
3994,2,0,47,0,0
3995,2,1,32,1,0
3996,2,1,44,0,0
3997,1,0,15,1,3
3998,1,0,50,1,3
3999,2,0,38,1,0
4000,2,0,27,0,0
4001,2,1,64,1,0
4002,1,0,49,1,7
4003,1,0,32,1,3
4004,2,0,68,1,0
4005,2,0,39,1,5
4006,2,1,38,1,7
4007,2,0,37,1,0
4008,2,0,36,0,0
4009,2,0,24,1,1
4010,1,0,41,1,0
4011,2,0,40,1,3
4012,0,1,30,0,0
4013,0,1,30,1,0
4014,1,0,27,0,0
4015,1,0,62,1,0
4016,1,0,56,0,0
4017,2,0,59,1,8
4018,1,0,40,0,0
4019,2,0,21,0,0
4020,1,1,25,1,0
4021,1,0,21,1,0
4022,1,0,61,1,8
4023,1,0,43,0,0
4024,1,0,38,1,0
4025,1,0,26,0,0
4026,1,0,20,0,0
4027,1,0,26,0,0
4028,1,0,36,0,0
4029,1,0,54,0,0
4030,1,0,45,1,0
4031,2,0,43,0,0
4032,2,0,31,1,10
4033,2,0,54,1,0
4034,2,0,41,1,6
4035,2,0,40,0,0
4036,2,0,39,1,0
4037,2,1,43,1,3
4038,1,0,27,1,0
4039,1,0,15,1,3
4040,1,0,33,1,0
4041,1,0,26,1,6
4042,1,0,50,1,0
4043,1,0,32,1,0
4044,2,0,23,1,0
4045,2,0,40,1,0
4046,0,1,24,1,0
4047,0,1,20,1,0
4048,1,0,48,1,8
4049,2,0,35,1,0
4050,2,0,35,0,0
4051,1,0,26,1,7
4052,2,0,52,1,3
4053,1,0,22,1,3
4054,1,0,27,0,0
4055,1,0,25,0,0
4056,1,0,47,0,0
4057,2,0,20,1,0
4058,2,0,23,1,0
4059,2,0,40,1,0
4060,2,0,18,1,0
4061,2,0,50,0,0
4062,1,0,57,1,3
4063,1,0,17,0,6
4064,1,0,33,0,0
4065,1,0,27,0,0
4066,1,0,31,1,3
4067,1,0,40,0,0
4068,1,0,32,1,0
4069,1,0,24,1,0
4070,1,0,35,1,3
4071,1,0,25,0,3
4072,2,0,22,0,0
4073,2,0,49,0,0
4074,2,0,40,0,0
4075,1,0,70,1,0
4076,1,0,41,0,0
4077,1,0,40,1,8
4078,1,0,52,0,0
4079,1,0,60,1,0
4080,2,0,26,1,0
4081,1,0,38,1,0
4082,0,0,35,1,0
4083,2,0,29,1,3
4084,2,0,78,1,4
4085,2,0,86,1,4
4086,1,0,42,1,8
4087,2,0,18,1,6
4088,2,0,32,0,3
4089,0,0,35,1,0
4090,1,0,28,1,3
4091,2,0,29,1,0
4092,2,0,38,1,0
4093,2,0,12,1,3
4094,2,0,57,1,4
4095,2,0,31,1,7
4096,2,0,60,1,0
4097,1,0,18,0,0
4098,2,0,46,1,3
4099,2,0,60,1,0
4100,2,0,35,0,0
4101,0,0,40,1,0
4102,1,0,33,0,9
4103,1,0,37,1,12
4104,0,0,25,1,0
4105,0,0,64,1,0
4106,1,0,35,0,7
4107,1,0,80,1,0
4108,2,1,22,0,0
4109,2,1,31,0,0
4110,2,1,22,1,0
4111,2,0,39,0,0
4112,2,0,37,1,0
4113,1,0,38,1,3
4114,2,1,32,1,3
4115,0,0,29,1,0
4116,2,0,43,0,0
4117,1,0,25,0,3
4118,1,0,26,0,3
4119,1,0,56,0,0
4120,2,0,24,0,0
4121,2,0,9,1,3
4122,1,0,39,1,3
4123,1,0,70,1,0
4124,1,0,88,1,0
4125,1,0,81,0,0
4126,1,0,53,1,0
4127,1,0,42,1,8
4128,2,0,53,0,0
4129,2,0,29,1,3
4130,2,0,17,0,2
4131,1,0,31,0,0
4132,1,0,37,0,0
4133,2,0,21,1,3
4134,2,0,50,1,6
4135,2,0,38,1,6
4136,2,0,50,0,0
4137,1,0,19,0,0
4138,1,0,29,0,0
4139,2,1,56,0,0
4140,0,0,31,1,1
4141,1,1,40,1,0
4142,2,1,45,0,0
4143,2,0,37,1,0
4144,2,0,21,1,7
4145,1,1,47,0,0
4146,1,1,46,0,0
4147,1,1,36,1,3
4148,1,0,33,0,0
4149,1,1,33,1,0
4150,1,0,40,0,0
4151,0,0,19,1,0
4152,2,0,17,1,0
4153,0,0,31,1,0
4154,1,0,24,1,3
4155,0,0,17,1,3
4156,2,1,23,1,0
4157,2,1,43,1,7
4158,2,1,24,0,0
4159,2,1,59,0,0
4160,2,0,33,0,0
4161,2,0,38,0,0
4162,1,0,19,1,6
4163,2,1,28,1,3
4164,2,0,34,1,1
4165,1,0,52,1,0
4166,1,0,49,0,0
4167,1,0,43,0,0
4168,1,0,55,0,0
4169,1,0,20,1,7
4170,1,0,14,1,3
4171,1,0,23,1,3
4172,1,0,51,1,8
4173,2,1,49,0,0
4174,2,0,47,1,0
4175,2,0,36,1,0
4176,2,0,28,1,0
4177,2,0,45,1,0
4178,1,0,28,1,0
4179,2,0,25,1,0
4180,2,0,44,1,0
4181,2,0,45,1,7
4182,2,0,20,1,0
4183,2,0,45,1,0
4184,2,0,55,0,0
4185,2,0,42,1,0
4186,2,0,27,0,0
4187,2,0,61,1,0
4188,2,0,28,1,0
4189,0,0,27,0,0
4190,0,0,18,1,0
4191,1,0,60,0,0
4192,1,0,52,0,3
4193,0,0,22,1,0
4194,1,1,26,0,0
4195,1,1,25,0,0
4196,1,0,25,1,3
4197,2,0,59,0,0
4198,0,0,33,1,6
4199,1,0,19,0,0
4200,1,0,55,0,0
4201,2,0,24,0,0
4202,2,0,77,1,0
4203,2,0,25,1,0
4204,2,0,45,1,3
4205,2,0,34,1,0
4206,2,0,36,1,0
4207,2,0,49,1,0
4208,2,0,45,0,8
4209,2,0,41,1,0
4210,2,0,37,1,8
4211,2,0,48,1,8
4212,1,0,50,1,8
4213,2,0,51,1,3
4214,2,0,36,1,3
4215,1,0,32,0,3
4216,2,0,48,1,3
4217,1,0,45,1,0
4218,2,0,11,1,3
4219,2,0,4,1,3
4220,1,0,21,1,0
4221,1,0,26,0,3
4222,1,0,29,1,1
4223,2,1,29,0,0
4224,1,1,86,0,0
4225,2,1,32,1,0
4226,1,1,27,1,0
4227,2,0,32,0,0
4228,1,0,41,1,0
4229,2,0,33,0,0
4230,2,0,39,1,0
4231,2,0,51,0,0
4232,1,0,17,1,0
4233,2,0,61,1,0
4234,1,0,17,1,6
4235,2,0,57,1,3
4236,0,0,46,1,8
4237,0,0,24,1,6
4238,2,0,22,1,3
4239,1,0,71,1,0
4240,0,0,22,0,0
4241,1,0,45,1,0
4242,1,0,59,1,0
4243,1,1,44,1,0
4244,1,1,33,1,1
4245,1,0,47,0,0
4246,2,0,21,1,0
4247,2,0,30,0,0
4248,2,0,53,0,0
4249,1,1,38,1,8
4250,1,0,42,1,0
4251,2,0,52,0,0
4252,2,0,16,0,2
4253,1,0,27,0,0
4254,1,0,38,1,3
4255,2,0,35,1,3
4256,2,0,40,1,7
4257,2,0,39,0,0
4258,2,0,55,1,11
4259,2,0,50,1,3
4260,1,1,43,0,0
4261,2,0,18,0,0
4262,2,0,50,1,9
4263,2,1,46,1,0
4264,2,1,28,1,7
4265,0,0,35,1,0
4266,1,0,48,1,0
4267,2,1,38,1,8
4268,0,0,24,1,0
4269,2,0,43,0,3
4270,0,1,34,1,0
4271,1,1,49,0,0
4272,1,1,34,1,2
4273,1,0,37,1,3
4274,2,0,21,1,5
4275,2,0,24,0,3
4276,2,0,18,0,0
4277,2,0,26,0,0
4278,1,0,58,0,0
4279,1,0,49,0,0
4280,2,0,31,0,0
4281,1,0,74,1,0
4282,2,0,67,1,0
4283,1,1,30,1,0
4284,2,0,57,0,0
4285,1,0,30,0,0
4286,1,0,38,1,0
4287,1,0,23,1,5
4288,2,0,19,1,0
4289,2,0,56,1,0
4290,2,0,25,1,3
4291,2,0,39,0,0
4292,2,0,32,1,3
4293,2,0,37,1,3
4294,1,0,36,1,7
4295,1,0,26,1,3
4296,1,0,42,1,0
4297,2,0,26,1,0
4298,2,0,59,1,0
4299,1,0,29,1,8
4300,1,0,19,1,8
4301,2,0,29,1,0
4302,2,0,48,0,0
4303,2,0,54,0,0
4304,0,0,26,1,0
4305,1,0,52,1,3
4306,1,0,49,1,0
4307,0,0,22,1,0
4308,2,0,24,1,0
4309,1,0,22,0,0
4310,1,0,36,1,0
4311,2,0,50,0,3
4312,2,0,29,0,0
4313,2,0,20,1,0
4314,2,0,21,1,0
4315,2,0,24,1,6
4316,1,0,19,0,0
4317,1,0,44,1,7
4318,0,0,46,1,0
4319,1,0,40,1,3
4320,1,0,21,1,0
4321,1,0,59,1,0
4322,2,0,23,1,8
4323,0,0,23,1,0
4324,0,0,34,0,0
4325,1,1,44,1,0
4326,1,1,48,0,0
4327,1,1,37,1,0
4328,1,1,33,1,0
4329,2,0,78,0,0
4330,2,0,59,0,0
4331,2,0,17,1,6
4332,2,0,26,1,3
4333,2,1,28,1,0
4334,2,1,27,1,0
4335,2,1,24,1,0
4336,2,1,36,0,0
4337,2,1,38,0,0
4338,1,0,28,1,1
4339,0,1,17,1,0
4340,0,1,30,1,0
4341,1,0,82,1,0
4342,1,0,25,1,0
4343,2,0,31,0,0
4344,2,0,57,0,0
4345,0,0,35,1,0
4346,0,0,34,1,0
4347,1,0,64,1,0
4348,2,1,55,1,3
4349,2,0,46,1,0
4350,2,0,37,0,0
4351,2,0,22,0,0
4352,1,0,31,1,1
4353,1,0,82,0,0
4354,1,0,27,1,0
4355,1,0,63,0,0
4356,2,0,31,0,3
4357,2,0,45,1,8
4358,1,0,40,1,3
4359,1,0,27,1,3
4360,2,0,35,0,3
4361,1,0,28,1,0
4362,2,0,45,1,3
4363,2,0,31,1,0
4364,2,0,13,1,3
4365,2,0,22,0,0
4366,0,1,48,1,3
4367,2,0,38,0,0
4368,2,0,83,1,0
4369,2,0,86,0,0
