,Time,Surface,Age,Sex,Vehicle,Severity
1574,1535,0,19,1,6,2
1576,1310,0,21,0,0,2
1577,1440,0,63,1,0,2
1578,1500,0,17,1,6,2
1579,705,0,38,1,3,1
1580,713,0,30,0,3,2
1581,905,0,30,1,3,2
1582,1308,0,41,1,3,2
1583,2005,0,25,1,0,2
1585,930,0,61,1,0,2
1586,930,0,33,0,0,2
1587,812,0,57,0,0,2
1588,906,1,19,0,0,2
1589,910,1,20,0,0,2
1593,1400,1,17,1,5,1
1594,1630,0,37,1,3,2
1595,8,1,26,1,0,2
1597,1715,0,48,0,0,2
1598,1925,0,49,0,0,2
1601,1330,0,48,1,0,2
1603,740,0,31,1,3,2
1604,1600,0,23,1,5,2
1611,1534,0,46,1,0,2
1612,1534,0,18,1,0,1
1614,620,4,41,0,0,2
1615,1240,1,84,1,0,2
1616,1540,1,22,1,0,2
1617,1530,1,26,0,0,2
1620,1528,1,30,0,0,2
1621,810,1,25,1,3,2
1622,525,0,28,1,0,2
1624,400,1,34,1,0,1
1625,1315,0,50,1,0,2
1626,1315,0,80,0,0,2
1632,1200,0,55,1,10,2
1633,2225,0,18,1,3,2
1635,1045,1,38,1,0,2
1637,1752,0,19,1,2,2
1640,1930,0,11,1,3,2
1641,1400,0,24,1,0,2
1644,1025,0,35,1,3,2
1645,1200,0,28,1,0,2
1646,704,1,34,1,3,2
1651,2145,0,19,1,0,2
1652,1340,1,25,1,6,2
1653,1325,1,19,1,0,2
1655,1430,1,26,0,0,2
1656,1430,1,18,1,0,2
1657,1729,1,27,1,0,2
1660,1630,0,11,1,3,2
1663,715,0,43,0,0,2
1664,1415,0,52,1,0,2
1665,1855,0,35,1,3,1
1666,2200,0,24,1,0,2
1667,1900,1,25,0,0,2
1668,1900,1,42,1,0,2
1670,1030,0,48,1,8,1
1671,1745,1,42,1,0,2
1672,1415,0,12,0,3,2
1674,1557,0,26,1,9,2
1678,1620,0,23,0,0,2
1679,1620,0,27,1,0,2
1683,2255,0,37,1,0,2
1687,2240,0,20,1,0,2
1688,2240,0,36,1,0,2
1689,2355,0,24,1,0,3
1690,1958,0,21,1,4,3
1691,1007,0,36,1,0,2
1692,1820,1,10,1,3,2
1695,1910,1,46,1,0,2
1696,1203,0,58,1,0,2
1698,1655,0,24,1,0,2
1699,1655,0,42,1,0,2
1701,1420,0,67,1,3,2
1702,725,0,45,0,3,2
1703,820,0,26,1,0,2
1704,1030,0,27,0,3,3
1705,1950,1,43,0,3,2
1706,1950,1,19,1,0,2
1710,940,0,28,1,1,2
1711,940,0,49,0,0,2
1713,1330,1,40,0,0,2
1714,1830,1,30,1,0,2
1718,800,1,23,0,0,2
1719,1900,0,20,1,0,2
1720,700,1,52,1,6,1
1721,740,1,63,0,0,2
1722,2145,1,39,1,0,2
1724,1330,0,23,1,3,2
1727,2340,0,19,0,0,2
1730,1400,0,28,0,0,2
1731,1620,0,18,1,3,2
1733,1250,0,16,1,3,2
1734,1000,0,38,1,8,2
1735,2345,0,58,0,0,2
1736,915,1,22,1,0,2
1737,1940,1,21,1,8,2
1739,2150,0,30,1,0,2
1744,1140,0,24,1,0,2
1745,1625,1,27,1,0,2
1746,1615,1,30,1,0,2
1747,1615,1,45,1,0,2
1750,1315,0,29,1,8,2
1751,1440,0,19,1,6,2
1754,1530,0,35,1,0,2
1756,2000,0,34,1,3,2
1757,1003,0,27,0,0,2
1759,1409,0,20,1,6,2
1760,1400,0,25,1,1,2
1761,1400,0,43,0,0,2
1762,755,0,48,1,3,2
1763,1440,0,34,0,0,2
1766,314,0,35,1,0,2
1771,1145,1,25,1,0,2
1772,1145,1,43,0,0,2
1773,1705,1,25,1,0,2
1775,1600,0,31,1,0,2
1778,820,0,38,1,5,2
1781,1205,0,21,1,7,2
1782,1205,0,28,1,0,2
1784,1605,0,28,0,0,2
1785,826,0,32,0,8,2
1788,2030,0,42,1,3,2
1793,1440,0,56,0,0,2
1799,1150,0,12,1,3,2
1800,1440,0,61,1,0,2
1801,1440,0,25,0,0,2
1804,1518,0,43,1,8,2
1811,1345,0,27,0,0,2
1815,1845,0,35,1,3,2
1816,1730,0,26,1,0,2
1817,814,0,25,1,0,2
1818,1805,0,56,1,0,2
1820,840,0,44,1,0,2
1822,2234,0,35,1,0,2
1823,2234,0,50,1,1,2
1825,608,0,34,1,0,2
1829,635,1,19,1,0,3
1830,635,1,53,1,7,2
1835,1020,0,79,1,0,2
1836,1020,0,22,0,0,2
1840,1220,0,42,0,0,2
1843,1715,0,22,1,3,2
1844,1800,0,52,1,0,2
1845,1400,0,64,0,0,2
1853,1316,0,46,1,3,2
1855,1220,0,54,0,3,1
1856,1810,0,12,1,3,2
1857,1034,0,41,0,0,2
1866,1215,0,21,1,4,2
1867,1600,0,66,1,3,1
1868,1630,0,12,1,3,2
1869,1620,0,30,0,0,2
1870,1610,0,8,1,3,2
1872,2155,0,35,1,0,2
1874,1412,0,62,1,0,2
1876,720,0,41,1,3,1
1877,340,0,28,1,1,2
1880,2243,0,17,1,0,2
1882,1340,0,46,0,0,2
1883,1245,0,66,0,0,2
1884,1535,0,42,0,0,2
1885,1900,0,47,0,0,2
1886,1900,0,20,1,0,2
1888,846,0,38,1,3,2
1890,800,0,21,1,0,2
1891,2030,0,8,1,3,2
1892,1710,0,25,1,3,2
1893,2155,0,36,0,0,1
1894,2155,0,56,0,0,1
1895,2214,0,45,1,10,2
1896,2214,0,36,1,0,2
1899,1940,0,23,0,0,2
1900,1940,0,38,1,0,2
1903,1420,0,55,1,4,2
1904,1420,0,36,1,10,2
1905,1220,1,20,1,0,2
1907,1435,0,11,1,3,2
1908,2220,1,38,1,8,3
1909,1200,0,53,1,0,1
1917,1530,1,36,1,8,2
1918,1710,1,19,1,6,2
1919,840,0,16,1,2,2
1920,1945,0,29,1,0,2
1923,1718,0,18,1,3,2
1924,1124,0,35,1,3,2
1926,1820,0,23,0,0,2
1928,2200,0,29,0,0,2
1930,1905,0,54,0,0,2
1936,1835,1,27,1,10,2
1937,1750,1,27,1,0,2
1938,2045,0,57,1,0,2
1939,2045,0,30,0,0,2
1940,1615,1,17,1,2,2
1941,1845,0,33,1,0,2
1942,2125,0,37,1,0,2
1944,1610,0,27,1,0,2
1948,1545,0,15,1,3,2
1949,1813,0,52,1,0,2
1952,1830,0,24,1,0,2
1953,2145,0,22,1,0,2
1954,2145,0,27,1,0,2
1959,1318,0,54,1,0,2
1960,1015,1,26,1,0,2
1961,1015,1,57,0,0,2
1963,1215,1,21,1,0,2
1965,1810,0,30,1,0,2
1967,1600,0,40,1,7,2
1970,1255,0,47,1,0,2
1971,1255,0,44,0,0,2
1976,2355,0,55,1,0,2
1977,2355,0,20,1,0,2
1979,1128,1,49,1,0,2
1981,1915,1,24,1,6,1
1985,1200,0,27,0,0,2
1986,1740,0,68,1,0,2
1987,1035,0,32,1,6,2
1988,2110,0,21,0,0,2
1989,2110,0,23,1,0,2
1993,1110,0,48,1,0,2
1994,1110,0,60,1,8,2
2000,325,1,40,1,7,2
2002,1920,0,21,1,0,2
2003,315,1,32,1,7,2
2005,2120,0,31,1,0,2
2006,1315,0,24,1,0,2
2010,1430,0,22,0,0,2
2012,2200,0,38,1,0,2
2014,810,0,48,0,0,2
2017,813,0,32,0,0,2
2018,813,0,45,0,0,2
2019,813,0,34,1,0,2
2020,1853,0,18,0,0,2
2023,1804,1,24,1,0,2
2024,1804,1,19,0,0,2
2025,1755,0,22,1,3,2
2026,1800,0,32,1,3,1
2027,1756,0,37,0,0,2
2028,1756,0,22,1,0,2
2030,1650,1,32,1,3,2
2031,1130,0,43,0,0,2
2033,1640,1,37,1,7,2
2035,1505,1,29,1,3,2
2037,1735,1,42,1,0,2
2039,1300,1,49,1,3,2
2040,755,0,40,1,3,2
2041,840,1,32,0,0,2
2042,810,1,23,1,0,2
2043,810,1,31,0,0,2
2044,810,1,25,0,0,2
2045,1001,1,33,0,0,2
2047,1745,0,54,1,3,1
2048,2030,0,19,1,0,2
2049,1800,0,15,1,3,2
2051,20,0,22,0,0,2
2053,1550,0,19,1,0,2
2055,1820,0,39,1,3,2
2056,1510,0,25,1,3,1
2057,1000,0,29,1,7,2
2058,555,0,32,1,0,2
2059,555,0,42,0,0,1
2062,1245,0,38,1,10,2
2064,2025,0,62,1,3,2
2066,810,0,47,1,0,2
2068,1012,0,26,1,0,2
2069,1804,0,25,1,3,2
2070,930,0,35,1,3,2
2071,1750,0,31,1,5,1
2075,1945,0,44,1,0,1
2079,1335,0,18,0,0,2
2081,1525,0,44,0,0,2
2082,1332,0,34,1,5,2
2086,920,0,49,1,0,2
2087,1730,0,24,0,0,2
2088,1725,0,36,1,0,2
2090,605,0,33,0,0,2
2092,1035,0,44,0,0,2
2095,1715,0,44,0,6,1
2096,940,0,42,1,0,2
2097,1950,0,12,1,3,2
2098,2250,0,27,1,0,2
2099,815,0,38,1,0,2
2100,815,0,28,0,0,2
2101,1700,0,27,0,0,2
2102,1700,0,61,0,0,2
2104,1915,0,44,1,3,2
2106,844,0,44,1,3,2
2107,2153,0,42,1,8,1
2108,1635,0,43,1,8,1
2111,1520,0,39,1,0,2
2113,2130,0,17,1,6,2
2114,1215,0,63,0,3,2
2117,1300,0,50,0,0,2
2119,1210,0,29,1,3,2
2121,2015,0,19,0,0,2
2122,2015,0,18,1,0,2
2127,656,0,19,0,0,1
2128,1727,0,27,1,3,1
2129,930,0,65,1,3,2
2130,1020,0,38,1,0,2
2131,1130,0,28,1,0,2
2133,703,0,36,1,6,1
2134,255,0,18,1,6,2
2135,1835,0,27,0,3,2
2136,2050,0,45,0,0,2
2137,1042,0,38,1,6,2
2138,806,0,23,1,7,2
2140,1930,0,27,0,0,2
2144,1820,0,18,1,6,2
2145,1140,0,22,1,3,2
2146,819,0,18,1,0,2
2147,819,0,61,1,0,2
2149,100,0,26,1,0,2
2150,1545,0,49,0,6,1
2151,725,0,38,1,3,2
2152,1933,0,22,1,0,2
2153,1315,0,23,0,0,2
2155,1208,0,46,0,0,2
2156,905,0,23,1,3,2
2157,1950,0,26,1,3,1
2160,1450,0,35,1,3,2
2161,935,0,27,1,1,2
2162,935,0,47,1,1,2
2163,1912,0,21,0,0,2
2164,1800,0,34,1,7,2
2166,2047,0,19,1,0,2
2168,1647,0,72,1,0,2
2169,1647,0,38,1,0,2
2172,1500,0,12,1,3,2
2173,1940,0,22,1,5,1
2174,500,0,28,1,0,2
2176,1730,0,40,1,0,2
2178,2338,0,23,1,0,2
2179,1110,0,55,1,0,2
2180,639,0,59,1,0,2
2184,2225,0,28,1,0,2
2185,2225,0,42,1,0,2
2188,1100,1,66,0,0,2
2189,1100,1,63,1,0,2
2191,2317,0,18,0,0,2
2194,1210,0,40,1,0,2
2195,330,0,28,1,0,1
2196,2150,0,27,1,0,2
2197,1335,0,19,1,0,2
2198,1335,0,31,0,0,2
2200,1824,0,36,1,0,2
2202,1635,0,26,1,6,2
2203,1503,0,40,1,8,2
2206,1700,0,45,0,0,2
2211,1000,0,54,0,0,2
2212,1000,0,29,0,0,2
2213,1715,0,33,0,0,2
2215,1145,0,37,1,0,2
2216,1,0,38,1,3,2
2218,2150,0,24,0,0,2
2219,2150,0,46,1,1,2
2220,1145,0,24,1,6,2
2221,1110,0,30,0,0,2
2222,2230,0,45,1,3,1
2223,2237,0,19,1,8,2
2227,1745,0,59,1,5,1
2230,1912,0,20,1,6,1
2234,2240,0,22,1,8,1
2237,1455,0,18,1,0,2
2240,950,1,44,1,3,2
2241,1735,0,50,1,3,2
2242,1225,0,64,0,0,2
2243,1225,0,28,1,0,2
2245,1035,0,21,0,0,2
2246,730,0,39,0,3,2
2247,715,0,26,1,8,2
2248,730,0,20,1,5,2
2249,850,0,49,1,0,2
2251,1736,0,22,1,3,2
2252,655,0,61,1,0,2
2254,1350,0,55,1,0,2
2255,1350,0,88,0,0,2
2257,933,0,58,0,0,2
2258,1800,0,17,1,8,1
2259,1445,0,19,1,3,2
2260,915,0,34,1,3,2
2261,750,0,34,0,0,2
2263,1827,0,49,1,3,2
2264,1720,0,29,0,0,2
2265,1750,0,21,1,3,2
2266,1630,0,40,0,3,2
2267,1925,0,18,1,2,2
2268,1700,0,23,1,0,2
2269,1230,1,20,0,0,2
2274,815,0,28,1,0,2
2275,1330,0,28,0,0,2
2277,630,0,29,1,0,2
2278,2205,1,35,1,0,2
2279,1620,0,22,0,0,2
2280,1620,0,19,1,0,2
2282,2110,0,18,1,0,2
2283,2340,0,25,0,0,2
2284,1930,0,51,0,0,2
2286,815,1,20,1,6,2
2288,1910,0,23,0,0,2
2289,1715,0,12,1,3,2
2290,1540,0,66,0,0,2
2291,1715,0,42,1,3,2
2294,1155,0,26,1,0,2
2296,1140,0,24,1,6,1
2297,1300,1,19,1,3,2
2298,725,1,21,1,0,1
2299,725,1,26,0,0,2
2302,900,1,32,0,0,2
2304,1510,1,81,0,0,2
2308,1650,0,32,1,0,2
2309,1910,0,17,1,0,2
2310,1910,0,21,0,0,2
2312,1150,0,57,0,0,2
2314,910,0,79,0,0,2
2315,1425,0,62,1,6,2
2316,1430,0,32,1,7,2
2317,1430,0,29,0,0,2
2318,1920,0,18,1,6,2
2319,1012,0,39,1,0,2
2320,1012,0,22,1,0,2
2322,1230,0,22,1,8,1
2323,2017,0,38,1,8,1
2325,1655,0,23,1,3,2
2327,810,1,26,0,0,2
2329,1430,0,37,1,9,2
2331,845,0,39,1,3,2
2332,1355,0,11,1,3,2
2335,835,0,16,1,2,2
2336,1255,0,44,1,8,1
2337,1111,0,26,1,0,2
2339,1820,0,30,1,8,2
2342,1430,0,76,0,0,1
2344,1700,0,22,0,3,2
2345,1610,0,34,1,2,2
2347,830,0,36,1,0,2
2348,1542,0,13,1,3,2
2349,1820,0,34,0,0,2
2350,1820,0,32,1,1,2
2354,715,0,31,0,3,1
2355,900,1,26,0,0,2
2356,1453,0,35,0,0,2
2357,1453,0,65,0,0,2
2358,850,0,17,1,6,2
2359,2220,1,18,1,0,2
2362,725,1,65,0,0,2
2363,725,1,28,0,0,2
2364,725,1,41,0,0,2
2365,630,1,54,1,0,2
2367,620,1,27,1,3,2
2369,1355,0,23,0,0,2
2370,1355,0,50,0,0,2
2372,1000,1,57,1,0,2
2373,1000,1,34,1,0,1
2375,1820,0,63,1,0,2
2378,1610,0,25,1,8,2
2379,1600,0,45,0,0,2
2381,1200,0,26,1,0,2
2382,1558,0,34,1,9,2
2390,1530,0,44,0,3,2
2391,1715,0,26,1,6,1
2392,2130,0,20,1,0,2
2393,1115,0,53,1,0,2
2394,1705,0,29,1,0,2
2395,2245,0,36,1,6,1
2397,1330,0,62,0,0,1
2398,1751,0,24,1,0,2
2399,1340,0,51,0,0,2
2400,1410,0,44,0,0,2
2403,1715,0,21,1,3,2
2404,1546,0,30,1,0,2
2407,2345,1,22,1,0,2
2411,725,0,34,0,0,2
2412,857,0,42,1,7,2
2413,857,0,25,1,0,2
2414,857,0,57,1,0,2
2415,2030,1,28,1,0,2
2417,2215,0,18,1,0,2
2419,2200,0,17,0,0,2
2422,1820,0,47,1,3,2
2423,915,1,48,1,0,2
2424,1541,0,35,1,6,2
2425,1050,0,61,1,0,2
2426,1050,0,38,1,0,2
2428,725,0,25,0,0,2
2429,725,0,37,1,0,2
2431,1303,0,51,1,3,2
2432,729,0,52,1,0,1
2433,729,0,45,1,0,1
2434,915,0,34,0,0,2
2436,1608,0,48,1,0,2
2437,1608,0,72,1,4,1
2438,1420,0,42,1,3,2
2439,1240,1,32,1,3,2
2445,725,1,39,1,0,2
2448,1545,1,22,0,0,2
2449,615,1,33,1,3,2
2450,1705,0,26,0,0,2
2452,1830,0,28,1,3,2
2453,45,0,24,1,3,2
2455,1816,0,37,1,0,2
2456,1816,0,37,1,0,2
2458,815,1,35,1,0,2
2459,815,1,35,1,0,2
2460,2045,1,26,1,3,2
2461,1040,0,39,1,0,2
2464,730,1,22,1,0,2
2465,730,1,33,0,0,2
2466,730,1,22,0,0,2
2467,1200,0,50,1,0,2
2469,650,1,21,1,0,2
2470,650,1,50,1,0,2
2473,2042,0,19,0,0,2
2475,2042,0,26,1,0,2
2477,1200,0,55,1,5,2
2479,1220,0,10,1,3,2
2480,1345,0,24,1,0,2
2481,1345,0,48,1,9,2
2485,925,0,34,0,3,2
2486,28,0,29,1,0,2
2487,28,0,31,1,0,2
2490,659,0,41,1,8,3
2491,925,0,31,0,0,2
2492,135,0,20,1,0,1
2494,1505,0,30,1,0,2
2496,30,1,22,1,3,2
2497,1415,0,39,1,5,2
2499,1650,0,36,0,0,2
2501,1727,0,36,0,0,2
2502,1727,0,23,1,8,1
2503,1125,0,72,1,0,2
2506,1930,1,22,0,0,2
2507,20,1,32,1,0,1
2508,20,1,52,1,1,2
2510,320,0,17,1,0,2
2511,1100,1,19,0,0,2
2512,1100,1,33,1,1,2
2514,1720,0,60,0,0,2
2515,1720,0,44,1,0,2
2516,1640,1,48,0,0,2
2517,1533,0,37,0,0,2
2518,2140,0,36,1,3,2
2522,1352,1,39,1,1,2
2525,955,1,32,1,0,2
2526,1710,0,27,0,0,2
2529,1215,1,46,1,0,2
2530,1215,1,48,1,0,2
2532,957,1,55,1,0,2
2534,2215,1,30,1,0,2
2541,1023,1,46,1,7,2
2542,1005,1,22,1,0,2
2543,1830,0,19,1,0,2
2544,1650,1,38,1,0,2
2545,1650,1,38,0,0,2
2546,1650,1,42,1,0,2
2547,1650,1,30,1,0,2
2548,1650,1,19,1,0,2
2549,720,1,30,1,0,2
2550,1010,0,32,1,7,2
2553,1715,1,32,0,0,2
2555,2150,1,42,1,1,2
2556,2150,1,26,1,0,2
2557,1130,0,76,1,0,2
2558,1130,0,43,1,0,2
2559,933,1,21,0,0,2
2560,933,1,37,1,0,2
2562,1700,0,43,1,0,2
2564,1510,1,44,1,0,2
2566,1935,1,18,1,0,2
2571,1130,1,33,1,3,2
2572,1825,1,35,1,3,2
2573,1740,1,20,0,6,2
2574,2125,1,36,0,0,2
2575,1400,0,26,1,7,2
2576,1230,1,51,0,0,2
2577,1230,1,81,1,0,2
2578,1230,1,42,1,0,2
2581,1959,1,40,0,0,2
2583,2000,1,52,0,0,2
2586,537,0,22,1,0,1
2588,830,0,43,1,8,2
2589,1930,1,77,1,0,2
2592,1720,1,30,1,3,2
2593,2350,1,27,1,0,2
2594,1725,1,25,0,0,2
2595,1725,1,25,0,0,2
2596,2300,1,19,0,0,2
2600,840,1,45,1,0,2
2601,840,1,22,1,0,2
2603,2115,0,32,1,0,1
2604,1640,0,18,0,0,2
2609,1235,0,62,0,0,2
2610,1520,0,56,0,0,2
2611,1520,0,33,1,0,2
2612,1535,1,42,1,3,1
2613,1445,0,21,1,0,2
2614,1800,1,21,1,0,2
2616,2310,1,28,0,0,1
2617,1400,0,30,1,3,2
2619,1500,1,19,0,0,2
2621,915,1,19,0,0,2
2622,1705,0,39,0,0,2
2623,1705,0,24,1,0,2
2624,1830,1,21,1,0,2
2625,810,1,24,1,3,2
2629,1615,0,60,0,0,2
2633,1955,1,26,1,3,2
2634,1802,0,35,1,0,2
2635,1802,0,38,0,0,2
2636,2250,0,38,1,9,2
2637,1445,1,74,1,0,2
2639,1320,1,29,1,0,2
2640,1613,0,25,1,1,1
2642,1630,1,36,0,0,2
2644,1625,1,35,0,0,2
2645,1330,0,39,1,0,2
2649,850,1,23,0,0,2
2650,850,1,57,1,0,2
2653,2125,1,57,1,0,2
2655,1650,1,30,1,0,2
2656,1750,1,24,0,0,2
2657,805,0,48,1,0,2
2658,1000,0,39,1,0,2
2659,1905,0,20,1,3,1
2662,1110,0,40,1,0,2
2664,1110,0,29,0,3,2
2667,2315,0,21,0,0,2
2669,1855,1,67,0,0,2
2671,1525,0,27,1,1,2
2672,1430,1,16,1,2,2
2673,1217,1,24,1,8,2
2674,1420,0,16,1,0,2
2675,500,1,20,0,0,2
2678,1910,1,37,1,7,2
2679,1640,1,24,1,6,2
2683,1130,1,45,0,0,2
2684,908,1,25,0,0,2
2685,908,1,38,1,0,2
2687,836,1,23,0,0,2
2690,1722,0,42,1,6,2
2691,1935,1,51,1,0,2
2692,1510,1,22,1,6,1
2693,1637,1,31,0,0,2
2695,230,1,26,1,6,2
2697,1940,1,36,1,0,2
2698,1940,1,53,0,0,2
2702,1330,1,32,0,0,2
2705,2245,1,30,1,0,2
2707,1719,0,44,1,3,2
2709,1740,1,43,1,0,2
2710,1620,1,61,1,6,2
2711,1140,0,59,1,0,2
2712,630,0,17,1,0,2
2713,630,0,53,1,7,2
2715,1830,0,30,1,0,2
2716,1405,0,36,0,0,2
2717,1350,1,38,0,0,2
2718,1350,1,70,0,0,2
2719,900,1,55,1,3,2
2720,1420,0,43,0,0,2
2721,2059,1,22,1,0,2
2723,1825,1,39,1,0,2
2724,1715,0,30,1,5,2
2725,1534,0,16,0,0,2
2726,1705,1,43,1,3,1
2727,1900,1,37,1,8,2
2731,1555,1,45,1,8,1
2733,1410,0,33,0,0,2
2739,1415,0,60,1,0,2
2740,145,1,39,1,1,2
2742,1946,0,53,1,0,2
2745,1730,1,48,1,0,2
2747,915,1,52,1,0,2
2749,1200,0,19,0,3,2
2750,2230,1,56,1,0,2
2753,1629,1,44,1,0,2
2755,1225,0,25,1,8,1
2758,1208,0,83,0,0,2
2760,145,0,25,1,0,2
2762,2245,0,34,0,0,2
2764,1630,0,25,0,0,2
2767,918,1,47,0,0,2
2768,918,1,75,0,0,2
2775,1030,1,19,1,0,2
2779,1730,1,35,0,0,2
2781,645,1,54,1,0,2
2782,647,1,21,1,0,2
2783,1705,1,55,1,0,1
2784,2040,0,25,0,0,2
2785,1545,0,46,1,3,2
2787,1000,1,80,1,0,2
2788,800,2,37,1,3,2
2790,1411,1,25,0,2,2
2793,710,2,28,1,6,1
2794,2145,1,41,1,0,2
2796,1750,1,35,0,0,2
2798,1220,1,21,1,0,2
2799,1220,1,23,1,0,2
2802,1640,1,30,1,0,2
2803,1933,1,20,1,0,2
2804,1933,1,35,0,0,2
2807,1745,0,33,1,0,2
2808,1500,0,58,1,0,2
2809,605,1,37,0,3,2
2811,1524,1,20,1,0,1
2812,615,1,38,0,0,2
2813,615,1,36,0,0,2
2814,1130,1,44,1,0,2
2815,510,1,28,1,0,2
2817,2210,0,21,1,0,1
2818,2210,0,18,1,0,1
2819,150,1,21,1,0,2
2825,735,1,28,1,3,2
2826,920,1,80,0,0,1
2827,920,1,34,1,0,2
2828,1705,0,60,1,0,2
2829,1705,0,35,1,1,2
2832,1015,0,39,1,0,2
2834,1411,0,39,0,0,2
2838,730,1,45,1,0,2
2841,2020,1,50,0,0,2
2844,40,1,19,1,0,2
2847,1315,0,74,0,0,2
2849,1855,0,39,1,0,2
2855,1155,0,32,0,0,2
2857,2000,0,19,0,0,2
2858,1750,1,34,1,8,2
2859,1600,0,72,1,0,2
2860,655,1,39,0,0,2
2861,655,1,53,1,0,2
2862,655,1,35,1,0,2
2864,1520,0,58,0,0,2
2865,1815,1,47,1,0,2
2866,1815,1,20,0,0,2
2867,700,1,36,0,0,2
2868,1725,0,25,0,0,2
2869,2045,1,75,1,0,2
2871,720,1,16,1,2,2
2872,1510,1,42,0,0,2
2873,1515,0,42,0,0,2
2874,1625,0,35,1,0,2
2875,1625,0,46,1,0,2
2877,944,0,22,1,0,2
2878,1553,1,25,1,0,2
2879,1553,1,36,1,0,2
2883,745,0,38,1,8,1
2884,1230,1,54,1,0,1
2885,1230,1,57,0,0,1
2887,2301,1,20,0,0,1
2888,1210,1,19,1,3,2
2891,1725,0,49,1,0,2
2892,1600,0,45,1,6,2
2897,910,1,43,0,0,2
2898,1004,1,49,1,7,2
2900,2200,0,23,1,6,2
2901,1845,1,27,1,0,2
2902,1845,1,39,1,0,2
2903,1845,1,33,1,0,2
2907,1550,1,45,0,0,2
2909,1826,1,28,0,0,2
2914,1756,1,27,1,0,2
2915,30,0,31,1,1,2
2917,1333,0,45,1,0,2
2921,907,1,82,0,0,2
2922,1605,1,36,0,0,2
2925,1150,1,58,1,9,2
2930,2100,0,27,0,0,2
2933,2120,1,18,0,0,2
2934,2120,1,18,1,0,2
2937,140,1,18,1,6,1
2938,1955,1,21,1,3,2
2939,1105,0,35,1,0,2
2941,1755,1,34,0,0,2
2942,1006,0,19,1,0,2
2943,815,1,39,1,0,2
2944,1800,1,39,0,0,2
2946,2130,1,30,1,0,2
2947,1810,1,49,1,0,2
2948,1520,1,54,1,0,2
2949,1520,1,44,1,0,2
2950,1215,1,43,0,0,2
2952,2130,1,25,1,0,2
2954,1250,1,30,0,0,2
2955,1250,1,18,1,7,2
2957,1855,1,32,0,0,2
2958,1220,0,20,1,0,2
2960,2031,1,39,0,0,2
2963,800,1,30,1,0,2
2965,1715,1,53,1,0,2
2966,1715,1,31,0,0,2
2971,925,3,27,0,0,2
2973,1200,3,28,1,0,2
2974,633,2,62,1,0,2
2978,850,3,38,0,0,2
2979,850,3,46,0,13,2
2981,1740,1,43,1,0,2
2984,1240,2,45,1,7,2
2985,1205,1,43,1,0,2
2986,1205,1,25,1,0,2
2987,857,1,50,0,0,2
2988,857,1,29,1,0,2
2991,700,2,22,1,0,2
2992,700,2,40,1,9,2
2993,1530,1,75,1,0,2
2994,1530,1,37,1,0,2
2996,1030,1,41,1,3,2
2997,825,2,29,0,0,2
2998,825,2,53,1,0,2
2999,1730,2,47,1,0,1
3000,1730,2,18,0,0,2
3002,1730,2,52,1,0,2
3004,1000,3,34,1,0,2
3005,1005,1,28,1,0,2
3006,2130,3,31,1,0,2
3008,2245,1,55,1,0,2
3009,2245,1,19,1,0,2
3010,845,1,58,1,0,2
3011,126,3,62,1,0,2
3012,800,3,42,0,0,2
3013,1425,1,23,0,0,2
3017,702,3,24,1,0,2
3018,1715,2,45,0,0,2
3019,2346,1,41,1,0,1
3020,15,3,36,0,0,2
3021,1630,3,21,1,0,2
3022,1235,2,53,1,0,2
3027,1320,0,35,1,0,2
3034,1320,0,39,1,0,2
3036,1800,0,34,1,0,2
3037,645,2,32,1,1,2
3040,45,2,30,1,0,1
3044,2355,1,28,1,0,1
3047,1715,1,27,1,0,2
3048,2309,1,19,1,0,2
3049,2309,1,25,1,0,2
3050,2000,1,19,1,3,2
3052,639,0,42,1,0,2
3053,1139,0,26,1,0,2
3055,1330,1,38,1,0,2
3057,1650,1,62,0,0,2
3060,550,1,27,1,0,2
3061,1825,1,18,1,0,2
3064,1715,1,19,1,0,2
3068,1730,1,26,1,0,2
3069,1820,3,26,1,0,2
3070,1820,3,38,1,0,2
3071,2020,1,20,1,0,2
3073,1155,5,67,1,0,2
3075,1015,3,20,1,0,2
3080,2045,5,39,1,0,2
3081,2045,5,57,0,0,2
3084,815,5,35,1,3,2
3086,1000,5,20,0,0,2
3087,926,3,30,0,0,2
3088,926,3,46,0,0,2
3089,2015,3,30,1,0,2
3090,2015,3,33,0,0,2
3091,1600,5,19,1,0,2
3096,1840,5,59,1,0,2
3097,1840,5,23,0,0,2
3101,420,3,40,1,9,2
3103,1600,0,35,1,0,2
3106,4,3,22,1,0,2
3107,4,3,40,1,0,2
3109,1905,1,53,1,0,2
3110,1905,1,23,1,0,2
3115,449,5,24,1,0,2
3120,825,3,26,1,0,2
3122,1320,5,19,1,3,1
3127,1420,1,35,1,3,2
3128,1750,1,46,1,0,2
3129,2005,1,28,1,7,2
3130,1350,5,28,1,0,2
3133,715,5,32,1,0,2
3134,139,5,39,1,11,2
3135,830,0,25,1,0,2
3136,1900,1,61,1,0,2
3137,1900,1,16,1,3,1
3142,100,1,25,1,0,1
3143,1325,0,59,1,1,2
3146,927,1,23,0,0,2
3148,1635,1,35,1,1,2
3149,1635,1,43,1,0,2
3150,2056,1,22,0,0,2
3151,1100,1,48,0,0,2
3152,1250,1,67,0,0,2
3153,745,0,31,1,3,2
