1st Road Class,Accident Date,Age of Casualty,Casualty Class,Casualty Severity,Easting,Northing,Lighting Conditions,Number of Vehicles,Reference Number,Road Surface,Sex of Casualty,Time (24hr),Type of Vehicle,Weather Conditions
Unclassified,27-Jan-09,34,Driver,Slight,436133,435569,Daylight: street lights present,2,137209,Dry,Female,840,Car,Fine without high winds
A,28-Jan-09,26,Driver,Slight,430689,434966,Daylight: street lights present,2,69009,Wet / Damp,Male,1500,Car,Fine without high winds
A,28-Jan-09,25,Passenger,Slight,430689,434966,Daylight: street lights present,2,69009,Wet / Damp,Female,1500,Car,Fine without high winds
A,28-Jan-09,65,Passenger,Slight,430113,431728,Daylight: street lights present,1,70009,Dry,Female,1440,Bus or coach (17 or more passenger seats),Fine without high winds
A,28-Jan-09,67,Passenger,Slight,430113,431728,Daylight: street lights present,1,70009,Dry,Female,1440,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,28-Jan-09,75,Driver,Fatal,439643,436962,Daylight: street lights present,3,70609,Wet / Damp,Male,1530,Car,Fine without high winds
Unclassified,28-Jan-09,24,Driver,Slight,439643,436962,Daylight: street lights present,3,70609,Wet / Damp,Female,1530,Car,Fine without high winds
Unclassified,28-Jan-09,18,Pedestrian,Serious,425479,434192,Darkness: street lights present and lit,1,71409,Wet / Damp,Male,1740,Car,Fog or mist – if hazard
Unclassified,28-Jan-09,28,Driver,Slight,429797,433923,Daylight: street lights present,2,73309,Wet / Damp,Female,1000,Pedal cycle,Fine without high winds
A,28-Jan-09,25,Driver,Slight,428678,435628,Darkness: street lights present and lit,2,88909,Wet / Damp,Male,1720,Pedal cycle,Fog or mist – if hazard
A,28-Jan-09,16,Pedestrian,Slight,435926,435424,Daylight: street lights present,1,90809,Dry,Female,805,Car,Fine without high winds
Unclassified,28-Jan-09,54,Driver,Slight,430889,434252,Daylight: street lights present,3,93909,Wet / Damp,Female,1209,Car,Fine without high winds
Unclassified,28-Jan-09,43,Passenger,Slight,430889,434252,Daylight: street lights present,3,93909,Wet / Damp,Male,1209,Car,Fine without high winds
Unclassified,29-Jan-09,19,Driver,Slight,428838,434630,Darkness: street lights present and lit,2,75209,Wet / Damp,Male,1735,Pedal cycle,Fine without high winds
A,29-Jan-09,36,Driver,Slight,422946,427920,Darkness: street lights present and lit,4,75509,Wet / Damp,Female,749,Car,Fog or mist – if hazard
A,29-Jan-09,46,Driver,Slight,422946,427920,Darkness: street lights present and lit,4,75509,Wet / Damp,Female,749,Car,Fog or mist – if hazard
A,29-Jan-09,42,Passenger,Serious,422946,427920,Darkness: street lights present and lit,4,75509,Wet / Damp,Male,749,Car,Fog or mist – if hazard
B,29-Jan-09,33,Driver,Slight,427265,427701,Daylight: street lights present,2,75609,Wet / Damp,Female,900,Car,Fine without high winds
Unclassified,29-Jan-09,59,Driver,Serious,423583,434592,Daylight: street lights present,2,77809,Wet / Damp,Male,740,Pedal cycle,Other
A,29-Jan-09,44,Driver,Slight,422078,433943,Daylight: street lights present,2,78809,Dry,Female,1330,Car,Fine without high winds
A,29-Jan-09,53,Passenger,Slight,422078,433943,Daylight: street lights present,2,78809,Dry,Male,1330,Car,Fine without high winds
Unclassified,29-Jan-09,20,Passenger,Slight,435821,435759,Darkness: street lights present and lit,3,80409,Dry,Female,2332,Car,Fine without high winds
Unclassified,29-Jan-09,22,Passenger,Slight,435821,435759,Darkness: street lights present and lit,3,80409,Dry,Female,2332,Car,Fine without high winds
Unclassified,29-Jan-09,45,Driver,Slight,432061,436084,Daylight: street lights present,3,80509,Wet / Damp,Male,821,Car,Fine without high winds
Unclassified,29-Jan-09,32,Driver,Slight,432061,436084,Daylight: street lights present,3,80509,Wet / Damp,Male,821,Car,Fine without high winds
Unclassified,29-Jan-09,42,Driver,Slight,432061,436084,Daylight: street lights present,3,80509,Wet / Damp,Female,821,Car,Fine without high winds
Unclassified,29-Jan-09,44,Pedestrian,Serious,429427,435414,Darkness: street lights present and lit,1,85909,Wet / Damp,Male,2241,Taxi/Private hire car,Fine with high winds
A,30-Jan-09,37,Driver,Slight,427495,425524,Daylight: street lights present,2,76909,Wet / Damp,Female,1405,Car,Fine without high winds
Unclassified,30-Jan-09,18,Driver,Serious,431072,430361,Darkness: street lights present and lit,2,77209,Wet / Damp,Male,1840,Motorcycle over 125cc and up to 500cc,Fine without high winds
Unclassified,30-Jan-09,44,Driver,Slight,431072,430361,Darkness: street lights present and lit,2,77209,Wet / Damp,Male,1840,Car,Fine without high winds
A,30-Jan-09,40,Driver,Slight,431074,431989,Daylight: street lights present,2,77309,Dry,Male,1545,Pedal cycle,Fine without high winds
Unclassified,30-Jan-09,18,Driver,Serious,432914,432149,Darkness: street lights present and lit,2,77409,Wet / Damp,Male,703,Motorcycle over 50cc and up to 125cc,Fine without high winds
A,30-Jan-09,35,Driver,Serious,424889,427724,Darkness: street lights present and lit,2,78009,Dry,Male,1823,Motorcycle over 500cc,Fine without high winds
Unclassified,30-Jan-09,32,Pedestrian,Slight,422365,440401,Darkness: no street lighting,1,78109,Dry,Male,1820,Car,Fine without high winds
A,30-Jan-09,35,Driver,Slight,427608,434511,Darkness: street lights present and lit,2,79509,Dry,Female,2248,Other Vehicle ,Fine without high winds
A,30-Jan-09,31,Driver,Slight,427608,434511,Darkness: street lights present and lit,2,79509,Dry,Female,2248,Car,Fine without high winds
A,30-Jan-09,23,Passenger,Slight,427608,434511,Darkness: street lights present and lit,2,79509,Dry,Female,2248,Car,Fine without high winds
A,30-Jan-09,33,Driver,Slight,435231,434830,Darkness: street lights present and lit,2,79809,Wet / Damp,Female,715,Car,Fine without high winds
A,30-Jan-09,54,Driver,Slight,435231,434830,Darkness: street lights present and lit,2,79809,Wet / Damp,Male,715,Car,Fine without high winds
A,30-Jan-09,23,Driver,Slight,428546,433218,Darkness: street lights present and lit,2,80009,Dry,Male,2139,Car,Fine without high winds
Motorway,30-Jan-09,45,Driver,Slight,430243,424085,Darkness: street lights present and lit,5,81609,Wet / Damp,Male,1755,Car,Fine without high winds
Motorway,30-Jan-09,32,Driver,Slight,430243,424085,Darkness: street lights present and lit,5,81609,Wet / Damp,Male,1755,Car,Fine without high winds
Motorway,30-Jan-09,49,Driver,Slight,430243,424085,Darkness: street lights present and lit,5,81609,Wet / Damp,Female,1755,Car,Fine without high winds
A,30-Jan-09,36,Driver,Slight,426281,435577,Daylight: street lights present,2,89109,Wet / Damp,Male,1435,Car,Fine without high winds
Unclassified,30-Jan-09,21,Driver,Slight,427619,436158,Daylight: street lights present,2,115909,Wet / Damp,Female,1545,Car,Fine without high winds
Unclassified,30-Jan-09,18,Passenger,Slight,427619,436158,Daylight: street lights present,2,115909,Wet / Damp,Female,1545,Car,Fine without high winds
Unclassified,31-Jan-09,20,Driver,Slight,434271,433802,Darkness: street lighting unknown,1,77909,Wet / Damp,Male,1801,Car,Fine without high winds
Unclassified,31-Jan-09,24,Passenger,Slight,434271,433802,Darkness: street lighting unknown,1,77909,Wet / Damp,Male,1801,Car,Fine without high winds
A,31-Jan-09,49,Driver,Slight,423015,437661,Darkness: street lights present and lit,2,79209,Dry,Male,1920,Pedal cycle,Fine without high winds
Motorway,31-Jan-09,27,Driver,Slight,432172,427284,Darkness: street lights present and lit,1,89709,Wet / Damp,Male,344,Car,Fine without high winds
Motorway,31-Jan-09,29,Passenger,Slight,432172,427284,Darkness: street lights present and lit,1,89709,Wet / Damp,Female,344,Car,Fine without high winds
Motorway,31-Jan-09,38,Passenger,Slight,432172,427284,Darkness: street lights present and lit,1,89709,Wet / Damp,Male,344,Car,Fine without high winds
Motorway,31-Jan-09,40,Passenger,Serious,432172,427284,Darkness: street lights present and lit,1,89709,Wet / Damp,Female,344,Car,Fine without high winds
B,31-Jan-09,76,Passenger,Slight,420964,439969,Daylight: street lights present,1,95809,Dry,Female,1455,Car,Fine without high winds
A,31-Jan-09,44,Driver,Slight,420896,434453,Daylight: street lights present,2,105309,Dry,Female,1400,Car,Fine without high winds
A,01-Feb-09,26,Driver,Serious,429175,438564,Darkness: street lights present and lit,2,75409,Dry,Male,1847,Car,Fine without high winds
A,01-Feb-09,22,Passenger,Slight,433659,438992,Darkness: no street lighting,1,78409,Dry,Male,506,Car,Fine without high winds
A,01-Feb-09,21,Passenger,Slight,433659,438992,Darkness: no street lighting,1,78409,Dry,Male,506,Car,Fine without high winds
Unclassified,01-Feb-09,26,Driver,Slight,432798,434232,Daylight: street lights present,2,80609,Dry,Male,1125,Car,Fine without high winds
Unclassified,01-Feb-09,28,Driver,Slight,432798,434232,Daylight: street lights present,2,80609,Dry,Male,1125,Car,Fine without high winds
A,01-Feb-09,32,Driver,Slight,438496,430405,Daylight: street lights present,2,88309,Wet / Damp,Male,1250,Car,Fine without high winds
Unclassified,01-Feb-09,48,Driver,Slight,430376,434971,Daylight: street lights present,2,108509,Wet / Damp,Female,1300,Car,Unknown
Unclassified,02-Feb-09,37,Driver,Slight,432453,433799,Daylight: street lights present,2,82809,Snow,Male,1011,Car,Snowing without high winds
Unclassified,02-Feb-09,4,Passenger,Slight,418803,442401,Darkness: street lights present and lit,1,87909,Snow,Male,1720,Car,Snowing without high winds
Unclassified,02-Feb-09,47,Passenger,Slight,440497,434871,Daylight: street lights present,1,88809,Snow,Male,935,Car,Snowing without high winds
A,02-Feb-09,49,Driver,Slight,435099,434709,Daylight: street lights present,2,89009,Snow,Male,1540,Car,Snowing with high winds
Motorway,02-Feb-09,22,Driver,Slight,443610,435910,Daylight: street lights present,6,89209,Frost / Ice,Male,922,Car,Snowing without high winds
A,03-Feb-09,20,Driver,Slight,436169,427632,Darkness: street lights present and lit,2,88709,Snow,Male,1800,Car,Fine without high winds
A,03-Feb-09,40,Driver,Slight,433725,434028,Daylight: street lights present,2,89309,Snow,Male,830,Bus or coach (17 or more passenger seats),Snowing without high winds
A,03-Feb-09,17,Passenger,Slight,433725,434028,Daylight: street lights present,2,89309,Snow,Female,830,Bus or coach (17 or more passenger seats),Snowing without high winds
A,03-Feb-09,16,Passenger,Slight,433725,434028,Daylight: street lights present,2,89309,Snow,Male,830,Bus or coach (17 or more passenger seats),Snowing without high winds
A,03-Feb-09,19,Passenger,Slight,433725,434028,Daylight: street lights present,2,89309,Snow,Male,830,Bus or coach (17 or more passenger seats),Snowing without high winds
A,03-Feb-09,47,Driver,Slight,442496,434219,Daylight: street lights present,2,101709,Snow,Male,915,Car,Fine without high winds
A,03-Feb-09,29,Driver,Serious,442496,434219,Daylight: street lights present,2,101709,Snow,Female,915,Car,Fine without high winds
Unclassified,03-Feb-09,40,Driver,Slight,432772,429619,Daylight: street lights present,1,101909,Frost / Ice,Male,1620,Motorcycle over 500cc,Snowing without high winds
Unclassified,04-Feb-09,21,Driver,Slight,432117,434677,Darkness: street lights present and lit,2,90309,Wet / Damp,Female,1641,Car,Fine without high winds
Unclassified,04-Feb-09,44,Pedestrian,Slight,429157,431575,Daylight: street lights present,1,94809,Snow,Female,800,Car,Snowing without high winds
Unclassified,04-Feb-09,47,Driver,Slight,428747,430849,Daylight: street lights present,2,106609,Dry,Female,1240,Car,Fine without high winds
Unclassified,04-Feb-09,24,Pedestrian,Slight,430385,433607,Daylight: street lights present,1,113309,Dry,Female,1530,Taxi/Private hire car,Unknown
Unclassified,05-Feb-09,66,Driver,Slight,434031,428101,Daylight: street lights present,2,94109,Frost / Ice,Male,953,Car,Snowing without high winds
A,05-Feb-09,58,Driver,Slight,427504,425505,Darkness: street lights present and lit,2,95109,Wet / Damp,Female,1925,Car,Fine without high winds
A,05-Feb-09,20,Driver,Slight,427504,425505,Darkness: street lights present and lit,2,95109,Wet / Damp,Male,1925,Car,Fine without high winds
Unclassified,05-Feb-09,26,Passenger,Slight,435698,434586,Daylight: street lights present,1,98809,Snow,Female,1015,Car,Snowing without high winds
Unclassified,05-Feb-09,14,Pedestrian,Slight,433192,437362,Daylight: street lights present,1,102109,Snow,Male,900,Car,Fine without high winds
Motorway,05-Feb-09,30,Driver,Slight,436330,425921,Daylight: street lights present,6,105409,Dry,Male,927,Car,Fine without high winds
Unclassified,05-Feb-09,29,Driver,Slight,430346,435461,Daylight: street lights present,2,105809,Frost / Ice,Male,935,Car,Snowing without high winds
Unclassified,06-Feb-09,23,Driver,Slight,426645,433497,Darkness: street lights present and lit,2,94609,Dry,Male,1930,Car,Fine without high winds
Unclassified,06-Feb-09,30,Driver,Slight,426645,433497,Darkness: street lights present and lit,2,94609,Dry,Male,1930,Car,Fine without high winds
Unclassified,06-Feb-09,26,Driver,Slight,422927,433213,Daylight: street lights present,2,94909,Wet / Damp,Male,755,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,06-Feb-09,94,Pedestrian,Serious,421853,436450,Daylight: street lights present,1,95409,Frost / Ice,Female,1235,Car,Fine without high winds
A,06-Feb-09,25,Driver,Slight,442236,431749,Darkness: no street lighting,1,99509,Frost / Ice,Female,2245,Car,Fine without high winds
A,06-Feb-09,34,Passenger,Slight,442236,431749,Darkness: no street lighting,1,99509,Frost / Ice,Female,2245,Car,Fine without high winds
B,06-Feb-09,36,Driver,Serious,432521,434724,Darkness: street lights present and lit,2,100809,Dry,Male,1710,Motorcycle over 500cc,Fine without high winds
A,06-Feb-09,43,Driver,Slight,437021,429229,Daylight: street lights present,3,102909,Dry,Male,1705,Car,Fine without high winds
Unclassified,06-Feb-09,13,Passenger,Slight,434065,435141,Daylight: street lights present,1,111609,Dry,Male,1425,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,06-Feb-09,12,Passenger,Slight,434065,435141,Daylight: street lights present,1,111609,Dry,Male,1425,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,06-Feb-09,11,Passenger,Slight,434065,435141,Daylight: street lights present,1,111609,Dry,Male,1425,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,06-Feb-09,14,Passenger,Slight,434065,435141,Daylight: street lights present,1,111609,Dry,Female,1425,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,06-Feb-09,16,Passenger,Slight,434065,435141,Daylight: street lights present,1,111609,Dry,Male,1425,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,06-Feb-09,12,Passenger,Slight,434065,435141,Daylight: street lights present,1,111609,Dry,Female,1425,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,06-Feb-09,62,Driver,Slight,423193,434657,Darkness: street lights present and lit,3,124109,Frost / Ice,Male,1755,Car,Fine without high winds
A,06-Feb-09,32,Driver,Slight,433148,426326,Daylight: street lights present,2,141909,Snow,Female,830,Car,Snowing without high winds
Unclassified,07-Feb-09,24,Driver,Slight,435345,434799,Darkness: street lights present and lit,1,100009,Frost / Ice,Male,513,Car,Fine without high winds
Unclassified,07-Feb-09,64,Driver,Slight,434457,433704,Darkness: street lights present and lit,2,101209,Dry,Male,1945,Car,Fine without high winds
Unclassified,07-Feb-09,48,Passenger,Slight,429860,431850,Daylight: street lights present,1,103309,Dry,Male,1603,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,07-Feb-09,37,Passenger,Slight,429860,431850,Daylight: street lights present,1,103309,Dry,Male,1603,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,07-Feb-09,29,Passenger,Slight,429860,431850,Daylight: street lights present,1,103309,Dry,Female,1603,Bus or coach (17 or more passenger seats),Fine without high winds
A,07-Feb-09,53,Driver,Slight,429915,434256,Daylight: street lights present,2,103709,Dry,Male,1203,Car,Fine without high winds
Unclassified,07-Feb-09,57,Driver,Slight,429201,434161,Darkness: street lighting unknown,4,125809,Dry,Male,645,Car,Fine without high winds
Unclassified,07-Feb-09,52,Driver,Slight,429201,434161,Darkness: street lighting unknown,4,125809,Dry,Female,645,Car,Fine without high winds
Unclassified,07-Feb-09,55,Passenger,Slight,429201,434161,Darkness: street lighting unknown,4,125809,Dry,Female,645,Car,Fine without high winds
Unclassified,07-Feb-09,33,Driver,Slight,428840,434631,Darkness: street lighting unknown,2,274409,Dry,Male,1814,Car,Fine without high winds
Unclassified,08-Feb-09,25,Pedestrian,Slight,428301,434811,Darkness: street lights present and lit,1,101609,Frost / Ice,Female,335,Taxi/Private hire car,Fine without high winds
A,08-Feb-09,63,Driver,Slight,430704,432541,Darkness: street lights present and lit,2,104209,Snow,Male,1829,Car,Snowing without high winds
Unclassified,08-Feb-09,56,Passenger,Slight,430760,435209,Daylight: street lights present,2,108209,Dry,Female,1225,Car,Fine without high winds
A,08-Feb-09,34,Driver,Serious,420883,434554,Daylight: street lights present,2,123209,Dry,Male,1512,Car,Fine without high winds
A,08-Feb-09,25,Driver,Slight,424644,436962,Darkness: street lights present and lit,1,452609,Frost / Ice,Male,130,Car,Fine without high winds
A,08-Feb-09,23,Passenger,Slight,424644,436962,Darkness: street lights present and lit,1,452609,Frost / Ice,Male,130,Car,Fine without high winds
